"Ano","Latitud","Longitud","Profundidad","Magnitud"
2003,-17.28,167.81,32,6.3
2003,-1.02,126.92,42.8,6.1
2003,-48.09,32.18,19.4,6.3
2003,3.67,127.99,45,6.1
2003,0.19,127.33,116,6.3
2003,-30.66,-178.11,36,6.4
2003,-30.65,-178.11,32,6.7
2003,-15.24,-173.56,34,6.2
2003,38.97,40.45,14,6.3
2003,-20.86,169.87,69,6.3
2003,48.77,154.92,34,6
2003,-54.67,1.48,20.7,6.5
2003,37.54,96.54,14,6.3
2003,6.99,-82.35,17.3,6.1
2003,35.21,-35.7,12.4,6.2
2003,-6.19,151.5,12,6.2
2003,-3.25,127.47,34.8,6.2
2003,-15.32,-173.42,41,6.1
2003,-8.34,120.6,34,6.4
2003,-9.39,156.63,44.6,6
2003,51.31,177.93,37,6.1
2003,51.28,177.93,28,7
2003,52.22,160.27,30,6
2003,-17.45,-175.07,275,6.3
2003,-0.41,132.91,22,6.2
2003,26.65,-110.56,31.7,6.3
2003,-4.69,153.25,37,6.8
2003,1.67,127.25,90,6.3
2003,-36.9,-20.7,26,6
2003,39.51,77.2,14,6.3
2003,53.6,-164.73,19,6.6
2003,12.2,124.01,9,6.2
2003,-3.65,144.33,14,6.2
2003,-6.01,149.87,35,6.2
2003,-45.92,35.1,23.4,6.4
2003,39.5,39.85,16.1,6
2003,18.9,-104.06,24,7.5
2003,13.62,-90.85,24,6.4
2003,-10.49,160.88,21,7.2
2003,44.16,-129.14,9,6.2
2003,-5.24,153.77,36,6.6
2003,-20.67,-177.5,378,6.5
2002,7.38,123.26,16.8,6.3
2002,-3.02,148.03,21,6.3
2002,-57.11,-24.81,14,6.1
2002,-56.96,-24.76,11,6.2
2002,-4.78,153.36,34,6.6
2002,-3.8,135.02,12.6,6.2
2002,-24.22,179.35,537.2,6
2002,51.6,-173.64,16,6.1
2002,35.33,74.55,13,6.3
2002,47.824,146.209,459.1,7.3
2002,47.95,146.39,459,7.3
2002,-55.8,-36.19,15,6.6
2002,-56.51,-27.45,105,6.2
2002,13.67,-91.27,18,6
2002,51.15,179.35,26,6.6
2002,63.54,-147.73,19,7.8
2002,38.95,141.94,39,6.4
2002,2.94,96.38,35.8,6.3
2002,2.82,96.09,31.5,7.2
2002,-3.46,148.75,11,6
2002,-1.96,29.01,11,6.2
2002,63.53,-148.15,13,6.6
2002,-20.64,-178.31,550.8,6.1
2002,44.26,149.87,16,6.3
2002,-3.67,140.3,34.9,6
2002,-57.03,-142.91,15,6
2002,-3.6,140.2,30,6.3
2002,-19.79,-178.31,609,6.1
2002,51.91,157.22,105,6.2
2002,41.23,142.2,40,6.1
2002,-14.57,-175.28,18.7,6
2002,15.07,118.42,19.2,6
2002,-8.36,-71.63,534,6.8
2002,-1.401,133.934,10,6
2002,-1.511,133.973,10,6.7
2002,-1.7,134.23,16,7.5
2002,-8.31,118.19,14,6.2
2002,-20.96,-178.86,630,6.3
2002,-7.53,115.62,310,6
2002,23.28,-108.57,28,6.5
2002,-10.67,161.36,19,6.3
2002,-10.65,161.28,11,6.2
2002,-10.54,161.39,12,6.1
2002,-31.51,-69.16,116,6.2
2002,-1.67,134.2,24,6.4
2002,-1.74,134.17,9,6
2002,-3.28,142.78,9,6
2002,-3.26,142.74,11,6
2002,44.68,130.05,586,6.3
2002,13.02,93.09,21,6.5
2002,-3.26,142.94,13,7.6
2002,14.3,51.91,20.7,6
2002,43.16,146.08,30,6.1
2002,30.99,142,9,6
2002,-23.899,178.375,677.4,6.1
2002,-23.92,178.53,675,7.7
2002,-21.72,-179.36,580,7.6
2002,-1.26,121.29,20,6.2
2002,14.08,146.32,30,6.5
2002,7.78,136.99,14,6.2
2002,-16.38,-176.06,364,6.1
2002,29.22,139.09,418,6.2
2002,7.93,-82.78,20,6.5
2002,-57.88,-23.34,14,6.1
2002,-56.63,-140.7,12.5,6
2002,-5.06,147.52,18,6.1
2002,-22.21,179.32,620,6.4
2002,-12.44,166.66,38,6.1
2002,43.76,130.68,566,7.3
2002,-13.28,167.1,188.2,6
2002,-6.97,103.96,11,6.5
2002,35.59,49.02,11,6.5
2002,-4.495,146.768,33,6
2002,-30.83,-71.06,54,6.4
2002,-12.61,166.52,32,6.7
2002,-4.6,-105.43,28,6
2002,8.77,-83.92,14,6.4
2002,-47.77,99.63,17.7,6.5
2002,11.01,140.83,11,6
2002,-0.88,148.52,22,6.2
2002,24.07,122.27,23,6
2002,-28.95,-66.74,14,6
2002,53.82,-161.16,18,6.3
2002,24.66,121.86,16.7,6.1
2002,-36.42,79.03,4.1,6.2
2002,-18.01,-174.48,132.9,6.2
2002,13.1,144.67,54,7
2002,-56.04,-122.34,7.9,6.2
2002,-27.46,-70.44,53,6.6
2002,16.97,-100.9,11,6.7
2002,-14.43,167.81,11,6.1
2002,-51.07,139.28,15,6.1
2002,-61.02,153.48,15,6.2
2002,-29.63,-71.29,71,6.3
2002,24.3,122.14,34,7.1
2002,-21.69,-68.27,132,6.5
2002,23.32,124.05,23,6.4
2002,36.05,69.21,8,6.1
2002,-6.49,129.89,154.2,6
2002,-45.23,35.31,11,6
2002,-56.11,-27.44,114,6
2002,6.02,124.21,31,7.5
2002,36.502,70.482,225.6,7.4
2002,36.42,70.46,204.9,7.3
2002,-5.74,151.4,40,6.2
2002,-3.74,151.11,10,6.1
2002,-5.4,151.38,39,6.6
2002,38.52,31.22,5,6.5
2002,-6.25,150.94,32.4,6
2002,-15.4,-173.07,27.4,6.2
2002,49.38,155.53,38,6.1
2002,35.62,26.64,88,6.2
2002,15.56,-93.15,78,6.4
2002,-5.59,151.19,41,6.2
2002,-6.28,105.17,24.4,6.1
2002,-17.42,167.9,15.8,6
2002,-5.66,151.12,34,6.3
2002,-3.26,142.44,11,6.7
2002,-17.66,168.08,25,6.6
2002,36,70.65,133,6
2002,-17.59,167.97,21,7.2
2002,-17.88,178.88,650.1,6.1
2002,6.31,125.66,142,6.3
2001,-14.64,167.32,153,6.1
2001,-9.61,159.64,16,6.8
2001,23.99,122.78,14,6.8
2001,-42.83,124.65,15.8,7
2001,-17.18,167.75,43,6.1
2001,-0.07,122.79,163.6,6
2001,28.28,129.46,40.1,6.2
2001,-16.52,-177.29,21.6,6.4
2001,39.43,141.09,124,6.4
2001,15.68,-93.11,84,6.4
2001,-33.228,-178.573,10,6
2001,36.37,71.44,102,6
2001,-16.242,178.054,10,6.2
2001,-16.33,178.17,20,6.3
2001,-6.98,128.85,29.2,6.2
2001,-1.57,-15.61,12,6.3
2001,35.88,90.58,15,7.8
2001,53.61,170.44,20.8,6
2001,22.3,-107.03,26,6
2001,9.71,-82.25,17,6
2001,-17.34,-179.07,563.2,6.2
2001,-5.96,150.24,34,6.9
2001,-18.5,168.27,17,6.1
2001,-36.94,179.32,18,6.6
2001,-4.11,123.93,29,7.5
2001,12.75,145.04,37,7
2001,52.69,-132.25,16,6
2001,52.68,160.13,28,6.3
2001,52.57,160.2,28,6.4
2001,-3.31,142.96,25.2,6.1
2001,-16.2,-173.69,98,6.1
2001,-18.46,168.26,20,6.2
2001,-18.52,168.3,18,6.3
2001,-7.58,127.67,133.3,6
2001,-21.01,-178.97,615,6.4
2001,-0.61,133.11,23,6.5
2001,-54.31,-136.85,10.1,6.3
2001,0.93,82.44,25.1,6
2001,1.05,126.32,52.4,6.1
2001,7.6,-82.76,16,6
2001,-3.33,146.46,14.2,6.1
2001,-36.81,-179.66,58,7.1
2001,41.05,142.28,38,6.4
2001,-55.43,-123.33,15,6.7
2001,56.22,163.7,14,6.3
2001,59,-155.09,135,6.6
2001,39.08,24.29,12,6.4
2001,-19.55,-69.23,9,6.3
2001,-5.21,132.32,38.5,6
2001,-6.69,152.14,18.6,6.1
2001,-17.53,-71.93,14.1,7.6
2001,-16.06,-73.75,62,6.5
2001,-17.2,-65.6,13,6.1
2001,-21.79,-176.59,180,6.5
2001,21.63,143.04,290,6.4
2001,-4.3,152.92,28,6.1
2001,-19.73,-66.25,274,6
2001,-4.04,-104.48,15,6
2001,-17.86,-71.52,24,6.7
2001,44.29,148.39,38.6,6
2001,-17.181,-72.641,33,6.1
2001,-16.38,-73.5,32,8.4
2001,18.81,147.04,17,6
2001,51.16,-179.86,18,6.5
2001,-6.79,146.46,8,6
2001,-6.86,146.43,9,6.4
2001,-29.8,-178.46,187,7.1
2001,-7.05,155.17,14,6.4
2001,-6.66,132.32,36.8,6
2001,-20.33,-177.72,398.9,6.3
2001,-7.85,110.04,140,6.3
2001,44.26,148.34,30,6.7
2001,18.91,-104.44,18,6.3
2001,-10.31,161.32,62,6.2
2001,18.75,-104.53,17.9,6.1
2001,-18.1,-176.9,361,6.8
2001,43.17,145.88,72,6
2001,-7.42,155.87,17,6.6
2001,-7.41,156.03,20,6.2
2001,-7.47,155.96,12,6
2001,30.16,141.81,7,6
2001,-59.83,-25.7,26,6.2
2001,-32.75,-73.22,11,6.7
2001,-27.71,-176.23,18.7,6.2
2001,-5.26,132.29,17,6.3
2001,34.1,132.54,42,6.8
2001,44.17,148,30,6
2001,-4.08,127.95,18,6.5
2001,-54.56,157.26,16.2,6.1
2001,47.09,-122.58,54,6.8
2001,13.283,-88.827,65.3,6.1
2001,-21.96,170.13,15,6.3
2001,-21.93,170.25,25,6.6
2001,46.82,144.46,378,6
2001,36.42,70.86,200,6.1
2001,1.53,126.33,29,6.2
2001,1.33,126.27,35,7
2001,-47.36,32.47,17.5,6
2001,53.96,-133.87,3.3,6.2
2001,-7.15,117.42,515,6
2001,-19.65,177.53,16.8,6.2
2001,-19.56,177.52,19.2,6
2001,-4.83,102.32,34,7.3
2001,13.6,-89,11,6.5
2001,51.44,-177.8,27,6
2001,-0.71,133.25,14,6.2
2001,23.4,70.28,16,7.6
2001,-58.12,-9.53,24.7,6
2001,-11.63,166.45,38,6.2
2001,15.38,-92.68,111.9,6
2001,-4.022,101.776,28,6.9
2001,-4.06,101.59,32.6,6.8
2001,-40.33,78.28,8,6.3
2001,13.07,-88.7,38,7.7
2001,49.16,-128.96,10.1,6
2001,56.93,-153.53,25,6.9
2001,-14.94,167.29,103,7
2001,6.72,126.92,24,6.3
2001,6.58,126.92,44.1,6.8
2001,6.88,126.69,36,7.4
2000,-4.04,152.48,20,6.1
2000,-7.91,135.75,63.5,6
2000,44.85,147.14,140,6.1
2000,-5.38,154.21,388.3,6
2000,-5.8,151.27,44,6.3
2000,-9.35,154.64,24.2,6.6
2000,-39.1,-74.93,11,6.4
2000,11.73,144.87,13.9,6.1
2000,-21.15,-179.03,628,6.5
2000,38.45,31.26,12,6
2000,5.78,-82.69,7,6.1
2000,-4.22,152.79,28,6.5
2000,39.53,54.8,30,7
2000,14.876,-93.944,33,6.1
2000,14.87,-93.87,50,6
2000,-24.95,-70.98,36,6.3
2000,40.167,49.954,33,6.5
2000,40.19,49.92,50,6.8
2000,-4.59,153.09,49,6.3
2000,-5.33,152.74,15,6.1
2000,-5.44,152.22,26,6.1
2000,-5.6,151.95,46.4,6
2000,-5.41,153.46,18,6
2000,-5.23,151.8,43,6.7
2000,-5.09,153.19,18,6.6
2000,-5.49,151.88,29.7,7.8
2000,-5.29,152.968,33,6.2
2000,-4.827,153.226,33,6.5
2000,-5.19,153.12,30,7.8
2000,-5.069,153.238,33,6
2000,-3.99,152.26,27.6,8
2000,42.52,144.73,26,6
2000,7.09,-77.81,17,6.5
2000,-5.46,154.01,94.4,6.2
2000,-5.538,151.592,33,6
2000,-55.51,-29.48,13,6.7
2000,-45.13,167.12,30.2,6.1
2000,-18.04,-175.17,15.5,6.2
2000,-4.766,153.945,50,7
2000,-5.22,154.06,50,6.9
2000,26.26,140.61,388,6
2000,-34.62,-109.53,27.1,6.1
2000,-6.72,105.52,38,6.8
2000,-34.57,-109.66,12.5,6
2000,-47.28,-12.28,12.1,6
2000,-17.37,-175.05,287.5,6.2
2000,35.38,133.17,9,6.7
2000,6.8,126.87,31.5,6.1
2000,31.67,-40.9,8.3,6.1
2000,-15.34,167,23,6.9
2000,11.08,-62.53,110,6.2
2000,40.19,143.13,14,6.2
2000,-7.96,30.8,34,6.4
2000,-0.27,-80.54,16,6.4
2000,-17.27,-173.78,56,6.3
2000,-5.01,102.01,31,6.2
2000,-15.742,179.801,33,6.2
2000,-15.79,-179.93,9,6.2
2000,-5.51,101.7,9,6
2000,35.42,99.44,10,6.1
2000,-15.91,-173.57,118,6.3
2000,-1.15,129.35,9,6
2000,-20.04,-179.01,691.6,6
2000,1.39,96.45,22,6
2000,-4.124,127.027,33,6.3
2000,-4.19,127.27,17,6.4
2000,-3.986,127.325,10,6.1
2000,-4.09,127.42,16,6.8
2000,-53.02,-46.3,18,6
2000,-31.64,179.86,358,6.6
2000,-9.36,153.94,4.3,6
2000,-16.81,174.48,15,6.4
2000,18.15,-102.55,29,6.5
2000,-15.7,168.08,14,6.2
2000,-7.01,123.36,649,6.5
2000,28.82,139.6,395,7.3
2000,48.77,142.2,16,6.8
2000,-12.04,166.52,35,6.6
2000,-16.71,174.66,10,6.1
2000,33.93,139.38,15,6.5
2000,9.33,-85.31,17,6.4
2000,36.55,140.94,31,6
2000,36.24,70.94,135,6.3
2000,-12.39,166.59,45.4,6.1
2000,-7.77,150.96,8,6.6
2000,20.28,122.13,26,6.4
2000,34.39,139.26,14,6
2000,57.41,-154.42,49,6.5
2000,34.22,139.17,12.5,6.1
2000,31.13,131.25,37.7,6
2000,63.87,-20.74,8,6.4
2000,-13.87,97.3,8.2,7.9
2000,63.9,-20.47,8,6.5
2000,-33.83,-70.1,114,6.4
2000,29.38,132.11,11,6.1
2000,-17.66,176.38,23,6
2000,4.54,127.7,94,6.3
2000,-25.56,178.21,605,6.4
2000,-50.57,139.49,19.4,6.5
2000,23.86,121.18,19,6.4
2000,30.47,137.75,485,6.2
2000,-11.35,162.24,18.9,6.1
2000,-5.11,152.57,18,6.3
2000,-4.65,101.84,32,6.7
2000,26.79,97.14,11,6.3
2000,29.43,131.49,18,6.3
2000,-5.11,102.66,32,6.2
2000,40.73,33,7,6
2000,28.723,65.383,33,6
2000,-4.646,102.102,33,6.7
2000,-4.76,102.03,34.1,7.8
2000,35.57,140.46,51.1,6.1
2000,44.41,-130.28,6,6.2
2000,11.35,139.3,14,6
2000,-4.32,123.09,14,6.2
2000,35.88,70.65,95,6.2
2000,-23.75,-66.77,225,7.2
2000,-4.45,150.03,502,6.1
2000,-11.27,165.47,12,6.3
2000,-17.91,-178.41,516,6.4
2000,-1.14,123.52,26,7.5
2000,17.42,147.6,8,6
2000,-28.37,-62.92,610,6
2000,-28.31,-62.92,610,6.9
2000,51.44,-178.15,28,6
2000,-17.79,65.84,20.2,6.3
2000,4.09,125.52,140.5,6.1
2000,22.26,143.68,102,7.6
2000,15.14,-92.41,53,6.3
2000,-62.98,145.49,15.8,6.1
2000,-60.16,150.25,15,6.3
2000,-6.8,143.89,17,6.5
2000,-7.35,128.52,142,6.3
2000,-18.05,169.1,21.2,6
2000,9.36,-78.65,65,6.1
2000,13.82,144.9,114,6.2
2000,-19.5,173.97,14,7.1
2000,42.8,131.66,514.7,6
2000,-5.89,150.99,39,6.6
2000,26.1,124.55,198,6
2000,43.08,146.81,40,6.8
2000,-17.32,-173.86,55,6.2
2000,43.62,-127.08,7,6
2000,-21.21,-179.09,638.9,6
2000,-17.59,-178.64,539.6,6.2
2000,-18.76,174.46,35.3,6.4
2000,-16.94,-174.09,155,7.2
2000,-23.19,-70.1,36,6.3
2000,-9.85,160.01,11,6.4
2000,16.13,119.37,12,6.2
2000,58.08,-136.91,12,6.1
2000,-11.3,165.47,26.2,6.1
2000,-60.7,153.77,15,6
1999,-11.12,165.468,9,6.1
1999,-10.925,165.522,30.7,6.9
1999,5.636,-82.746,3.1,6
1999,-56.404,147.235,8.3,6
1999,-56.224,147.012,10,6.2
1999,-6.849,105.53,42,6.4
1999,-2.448,139.758,18.1,6.1
1999,-5.81,151.054,31.4,6.2
1999,15.758,119.758,43.5,7.3
1999,-36.103,-97.282,10,6.5
1999,-6.047,148.177,61.3,6.3
1999,-9.855,160.112,12.4,6
1999,-15.948,-173.92,140.1,6.3
1999,57.296,-154.525,50.1,6.4
1999,57.346,-154.519,58.5,7
1999,17.663,-82.382,5.1,6.2
1999,-18.917,-69.141,124.6,6.5
1999,-1.287,88.965,9.3,6.4
1999,-16.393,168.314,24.3,7.4
1999,18.724,-107.176,28.5,6
1999,-6.359,148.813,45.5,7
1999,-6.036,148.833,52.3,6.2
1999,-6.005,148.858,58.1,6.9
1999,-1.35,88.869,13.3,7
1999,40.782,31.213,10,7.2
1999,1.244,100.22,213.4,6
1999,49.397,155.534,30,6
1999,36.472,71.236,225.8,6.5
1999,23.415,121.528,52.5,6.2
1999,-4.808,153.457,69.5,6.2
1999,-56.211,-26.688,45.9,6.3
1999,34.515,-116.435,5.1,7.2
1999,54.624,-161.226,22.3,6.4
1999,16.045,-96.869,40,7.5
1999,-30.738,-71.993,33,6
1999,54.614,168.242,22.7,6
1999,23.776,121.15,23.2,6.5
1999,23.758,121.158,29.3,6.4
1999,23.423,120.875,16.4,6.4
1999,23.822,121.226,26.9,6.2
1999,23.806,121.15,19,6.1
1999,23.642,121.244,18.4,6.3
1999,23.854,121.205,52,6.1
1999,23.789,120.954,31.3,7.7
1999,-13.775,167.318,198.1,6.2
1999,-20.815,-67.226,212.9,6.4
1999,-1.226,-77.469,196.4,6.1
1999,-3.451,145.732,13.1,6
1999,-16.092,168.153,12,6.5
1999,-40.583,-75.006,18.3,6.4
1999,-58.225,-13.144,10,6.1
1999,9.301,-84.047,19,6.9
1999,40.747,29.938,17,7.6
1999,-5.913,104.622,98.1,6.4
1999,-1.725,122.504,29.5,6.1
1999,-30.392,-177.677,50.8,6.5
1999,-30.322,-177.849,25,6.3
1999,-5.156,152.118,32,6.1
1999,-28.681,-177.438,48.6,6.4
1999,15.798,-88.286,20,6.7
1999,-6.528,155.022,29,6.2
1999,18.253,-101.549,47,6.2
1999,5.472,126.587,49,6.4
1999,18.362,-97.45,67.1,7
1999,13.909,-90.746,35,6.2
1999,-5.12,152.954,28.7,6.6
1999,-2.595,138.245,41,6.3
1999,-4.709,152.612,46,7.1
1999,43.112,143.791,103.6,6.1
1999,-5.158,150.975,124,7.1
1999,56.469,-152.87,20,6.1
1999,29.46,51.884,19.8,6.1
1999,14.339,-94.738,5.7,6
1999,-32.071,-178.842,95.7,6.4
1999,-21.513,-176.321,161.6,6.8
1999,-26.366,178.353,615.7,6.1
1999,43.616,130.339,574.2,7.1
1999,-6.52,147.1,24.3,6.3
1999,-5.6,149.65,138,7.4
1999,-16.613,-72.527,88.3,6.8
1999,-19.906,168.288,10,6.1
1999,-4.433,152.763,69.4,6.1
1999,5.883,-82.723,1.9,6.3
1999,30.455,79.384,7.8,6.5
1999,51.59,-177.657,45.6,6.9
1999,52.076,159.462,19,6.9
1999,-15.982,-179.304,11.4,6
1999,5.421,121.875,28.6,7.1
1999,28.318,57.206,23,6.6
1999,-21.453,169.771,23,6.4
1999,-3.467,144.792,10,6.2
1999,-12.818,166.779,90,7.3
1999,-20.315,-174.164,9,6.2
1999,-4.591,153.684,91.6,6.3
1999,52.892,-169.117,68.6,6.6
1999,4.447,-75.678,25.2,6.1
1999,-26.492,74.416,24.7,6.2
1999,-21.144,-174.451,13,6
1999,30.657,131.056,44,6.3
1999,-4.553,153.406,75,7
1998,-21.768,-176.201,146.5,6.8
1998,1.15,126.082,31.7,6
1998,1.298,126.205,43.7,6.6
1998,-1.939,124.818,20.5,7.7
1998,-7.891,158.745,46.1,6.1
1998,22.707,125.832,1.1,6.2
1998,-21.629,-176.376,152.6,6.2
1998,-6.976,128.928,31.1,7
1998,-6.994,128.923,34.9,6.7
1998,-9.19,121.399,52.7,6.3
1998,0.852,125.897,43.9,6.5
1998,-56.61,-142.471,10,6.2
1998,-16.05,-71.303,128.1,6.1
1998,28.574,127.659,219.3,6
1998,3.855,126.393,27.6,6
1998,-8.182,112.337,146.4,6.5
1998,-13.602,166.899,43,6.3
1998,-5.435,151.723,24,6.2
1998,51.606,-173.175,11.9,6
1998,27.815,86.935,10.8,6
1998,-29.434,-71.674,41,6.5
1998,5.459,126.7,13,6.8
1998,51.005,-130.503,12.5,6
1998,17.1,148.229,21.9,6.3
1998,-0.121,125.002,54.5,6
1998,39.55,77.327,24.8,6.3
1998,11.706,-87.998,12,6.7
1998,51.627,175.187,12.7,6.1
1998,28.975,139.393,425,7.1
1998,-54.771,-135.642,1.9,6.1
1998,-0.595,-80.31,25.9,7.2
1998,-2.705,138.98,42.6,6.7
1998,-32.322,-71.246,51.9,6.4
1998,-13.601,166.916,52.3,6.2
1998,21.406,121.956,15.1,6
1998,-18.274,168.269,26.8,6
1998,-2.901,142.172,16.8,6.2
1998,-2.975,142.692,10,7
1998,-11.033,166.267,93,7
1998,60.475,-153.198,142.7,6.1
1998,-30.568,-178.862,130,6.9
1998,38.632,-28.57,6.1,6.1
1998,-60.427,153.363,10,6.2
1998,36.905,35.323,16,6.2
1998,-11.529,-14.065,20.6,6.2
1998,-52.94,159.875,10,6.1
1998,15.96,-93.754,88.1,6.2
1998,52.917,159.959,40.4,6.4
1998,39.093,143.434,20.4,6
1998,37.135,70.096,34.3,6.5
1998,-17.775,-65.398,21,6.6
1998,-43.287,41.553,2.8,6.2
1998,0.192,119.53,28,6.6
1998,-22.275,-179.421,598.3,6.9
1998,-5.161,151.867,42.4,6.6
1998,13.72,-90.808,25,6.3
1998,22.432,125.373,23.9,7.5
1998,-2.969,136.266,29.1,6
1998,-35.252,-17.558,15.1,6.2
1998,-23.859,-179.767,493.3,6
1998,-23.741,-175.921,18,6.1
1998,-1.44,-15.549,15,6.1
1998,-8.128,-74.33,168.3,6.6
1998,-40.41,-75.047,5.7,6.7
1998,-0.564,99.195,32,7
1998,-17.714,-178.912,538.3,7.2
1998,-0.079,-17.968,11.4,6
1998,-63.659,147.867,15,6.3
1998,-62.901,149.607,20.1,8.1
1998,80.08,2.825,5.1,6.2
1998,-49.871,163.593,10,6.7
1998,30.128,57.584,17.9,6.6
1998,14.447,-91.35,43.8,6
1998,36.455,71.074,234.8,6.3
1998,-4.523,129.005,15,6.5
1998,52.681,-33.661,20.7,6.7
1998,24.786,141.922,525,6.4
1998,15.896,-96.253,27.3,6.3
1998,-23.846,-70.149,41.4,7.1
1998,-22.489,179.227,595,6.4
1998,-22.672,179.186,613,6.3
1998,-44.869,-79.843,10,6.1
1998,-15.773,-179.166,15,6.5
1998,-15.878,-179.238,27.1,6.7
1998,-31.066,-71.498,46.5,6.6
1998,14.453,-91.517,73.7,6.6
1998,-11.988,-72.03,16.9,6.1
1998,-22.247,171.014,100.4,7.5
1998,-35.52,-15.963,12.1,6.2
1998,23.952,142.054,102.2,6.3
1997,-55.884,-4.407,13.1,6.1
1997,-5.558,147.877,191.3,7.2
1997,36.377,70.782,208.4,6.2
1997,51.195,178.846,21,6.6
1997,3.901,-75.791,186.4,6.3
1997,54.673,162.804,19.4,6.1
1997,53.987,161.829,24.8,6
1997,53.779,161.513,26.1,6.2
1997,53.78,161.666,9,6.4
1997,54.417,162.26,28.3,7.3
1997,54.797,162.003,36.9,7.8
1997,-13.81,-68.805,605.8,6.6
1997,1.204,122.485,24,7
1997,22.239,92.678,54.5,6
1997,37.481,20.777,22.9,6.6
1997,-15.113,167.438,126.9,7
1997,31.208,140.467,60,6.1
1997,13.854,-88.811,194.1,6.3
1997,35.106,87.369,24,7.5
1997,-6.728,128.978,215.6,6
1997,-30.769,-71.249,50.7,6.1
1997,-4.355,-76.599,112,7.2
1997,-57.537,147.989,14.4,6.1
1997,51.437,-177.864,21.1,6.4
1997,-30.891,-71.154,62.3,7.1
1997,-22.256,-176.627,163.4,7.7
1997,36.392,22.162,32.3,6.4
1997,-9.347,158.829,27.8,6
1997,9.797,125.736,110.9,6.4
1997,-59.704,-29.274,270,6.2
1997,31.958,141.946,32.1,6.1
1997,-28.795,-177.437,29.8,7
1997,-26.51,178.443,604.2,6.8
1997,-55.185,-128.897,10.4,6
1997,3.823,-75.697,201.8,6.8
1997,-3.521,144.417,7.8,6.5
1997,-15.242,-175.406,7.8,6.4
1997,-41.702,80.074,8.8,6.4
1997,-4.382,-105.786,13.3,6.1
1997,25.167,125.853,58.9,6
1997,-16.154,124.338,20,6.2
1997,-15.656,-178.984,17,6.6
1997,-30.533,-71.977,15,6.2
1997,-22.906,-66.236,246.7,6
1997,16.202,-98.156,15,6.7
1997,43.254,146.354,36.1,6
1997,10.465,-63.532,9.8,7
1997,-30.118,-71.925,20.8,6.8
1997,-49.714,-114.731,0.2,6.1
1997,-1.873,127.913,27.8,6.3
1997,51.343,-179.304,25.6,6.3
1997,-5.966,147.064,31.9,6
1997,-35.745,-108.129,17.8,6.5
1997,-57.84,-25.536,27.2,6
1997,-35.906,-102.509,8.8,6.4
1997,-15.37,-173.09,20.5,6.3
1997,-32.255,179.928,340.8,7.1
1997,18.651,-101.641,60,6.5
1997,-20.388,169.335,68,6.7
1997,36.454,71.007,195.4,6.4
1997,-36.487,-97.874,15,6.5
1997,33.833,59.797,12.1,7.2
1997,-31.833,-179.222,101,6.9
1997,18.858,-107.369,16.9,6.9
1997,-42.374,42.519,5.5,6.7
1997,13.991,145.03,103.6,6.5
1997,11.124,-61.061,21.2,6.7
1997,-13.406,166.344,33,6
1997,-13.514,166.68,35,6.1
1997,-12.562,166.796,28,7.7
1997,39.528,76.942,21,6.1
1997,-6.531,147.55,69.7,6.4
1997,11.401,-61.171,50.1,6
1997,-18.331,-69.29,106,6.1
1997,-18.215,-69.445,108.2,6
1997,7.768,-82.394,24.3,6
1997,31.973,130.396,29.8,6
1997,51.274,179.527,29.3,6.7
1997,-31.31,179.775,448.7,6.2
1997,-6.714,105.329,28.6,6.3
1997,7.775,127.663,23.9,6.9
1997,-29.769,-71.176,54,6.1
1997,38.095,48.037,44,6
1997,29.989,67.945,24.2,6.4
1997,29.945,68.189,24.2,7.1
1997,43.861,149.105,46.9,6
1997,-14.412,-76.193,29,6
1997,-19.894,-173.105,28,6.4
1997,37.712,57.304,16.5,6.5
1997,-12.857,166.39,43.8,6.1
1997,-22.044,-65.663,268.6,7.1
1997,28.86,129.886,42.5,6.2
1997,-8.89,123.504,112,6.1
1997,18.181,-102.81,35,7.2
1996,15.841,-93.043,103.4,6.3
1996,-2.228,138.929,28.3,6.2
1996,43.227,138.893,231.4,6.5
1996,0.901,-29.959,9.6,6.6
1996,-18.391,-172.184,34.9,6
1996,31.83,131.328,28.9,6.7
1996,-30.692,-179.511,361.1,6
1996,-1.221,-24.361,16.9,6.2
1996,34.391,141.219,18,6
1996,35.368,78.167,6.6,6.9
1996,-21.332,-176.444,189.7,6
1996,-11.384,166.461,109.2,6
1996,-15.395,-75.583,35,6.2
1996,-14.845,-75.651,24.8,6
1996,-14.96,-75.563,16.9,7.7
1996,-32.585,-178.856,32,6
1996,9.862,126.238,34.1,6
1996,28.034,143.611,9,6.5
1996,-31.16,179.998,369.4,6.8
1996,-31.33,-179.849,355.8,6.8
1996,7.37,-77.367,6.5,6.2
1996,66.946,-173.198,19.8,6
1996,-20.48,-178.349,586.9,6.9
1996,31.911,131.573,18,6.7
1996,30.606,131.066,25.3,6.6
1996,-7.176,155.573,22.9,6.8
1996,-7.243,155.563,12,6
1996,3.516,97.846,35.1,6.2
1996,34.559,32.136,29.3,6.8
1996,48.978,-128.049,5.1,6.1
1996,11.807,125.463,20,6.4
1996,12.386,58.101,21.5,6.4
1996,10.091,125.347,218.2,6.3
1996,9.48,126.322,25.9,6.6
1996,9.483,126.225,24,6.5
1996,9.581,126.227,40.1,6.4
1996,-10.916,166.123,76.4,6.4
1996,35.596,140.958,57.8,6.1
1996,-7.31,155.913,29.7,6.2
1996,21.978,121.515,30.7,6.8
